"","X","egoID","alter.initial","egoalt_relation","egoalt_relate_othr","egoalter_tie","egoalter_commfreq","alter.gender","alt.gender_othr","alter.age","alter.acad.val","alter.career.val","alter.edu","alter.edu.othr","e0102","e0103","e0203","e0104","e0204","e0304","e0105","e0205","e0305","e0405","e0106","e0206","e0306","e0406","e0506","e0107","e0207","e0307","e0407","e0507","e0607","e0108","e0208","e0308","e0408","e0508","e0608","e0708","e0109","e0209","e0309","e0409","e0509","e0609","e0709","e0809","e0110","e0210","e0310","e0410","e0510","e0610","e0710","e0810","e0910","alterID","alter.genderbi"
"77",77,1131,"bb",1,"",10,1,2,"",53,7,10,5,"",2,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113101,1
"78",78,1132,"ab",1,"",8,2,1,"",38,10,10,5,"",10,6,4,9,7,9,9,7,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113201,0
"81",81,1137,"mom",1,"",8,2,1,"",55,8,9,7,"",9,7,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113701,0
"82",82,1141,"ar",1,"",10,2,1,"",52,8,10,7,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114101,0
"83",83,1143,"lj",1,"",10,1,1,"",43,8,10,7,"",NA,5,5,7,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114301,0
"84",84,1145,"gb",NA,"",10,1,1,"",19,8,10,4,"",NA,10,10,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114501,0
"86",86,1149,"dl",1,"",10,1,1,"",43,10,8,5,"",NA,5,5,10,10,0,10,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114901,0
"87",87,1150,"kn",1,"",5,1,1,"",50,10,10,5,"",3,3,3,5,NA,5,4,0,2,1,NA,NA,2,0,0,1,7,8,0,4,4,3,10,3,0,0,0,10,1,10,4,0,0,0,NA,10,0,10,6,0,0,0,3,10,8,115001,0
"88",88,1151,"ec",1,"",10,1,1,"",51,10,10,8,"",NA,10,10,10,10,0,0,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115101,0
"89",89,1152,"tg",1,"",10,1,1,"",50,10,10,6,"",NA,10,5,10,4,5,-9,2,10,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115201,0
"90",90,1156,"ct",5,"",10,1,2,"",19,10,9,5,"",10,10,8,10,8,10,10,10,7,10,10,10,9,6,10,6,2,-7,0,5,0,-10,-10,-10,10,-10,0,-10,6,0,0,0,7,9,0,0,7,10,5,9,0,0,0,0,0,115601,1
"91",91,1158,"cc",7,"",10,1,1,"",19,2,9,4,"",NA,-6,5,9,4,6,10,0,0,10,10,0,0,8,10,10,0,0,6,10,4,10,6,5,0,0,0,0,10,10,10,4,0,0,0,8,10,10,4,1,0,0,0,8,10,115801,0
"92",92,1159,"sg",1,"",6,2,1,"",49,10,10,8,"",NA,0,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115901,0
"93",93,1161,"sh",1,"",10,1,1,"",46,10,10,5,"",NA,10,8,10,7,1,9,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116101,0
"94",94,1162,"md",1,"",9,1,1,"",51,10,10,6,"",10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116201,0
"95",95,1165,"vm",6,"",10,1,1,"",20,10,10,5,"",10,4,0,5,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116501,0
"97",97,1168,"sj",5,"",10,2,2,"",18,10,10,5,"",5,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116801,1
"98",98,1172,"md",1,"",10,1,1,"",43,10,10,5,"",NA,10,10,10,10,10,10,10,9,9,10,10,8,8,0,10,10,10,0,0,10,10,0,2,0,0,10,10,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,117201,0
"99",99,1175,"sb",1,"",10,2,1,"",44,10,10,8,"",8,10,10,10,10,10,9,8,-1,0,10,2,10,7,6,10,10,6,5,9,10,1,1,1,9,9,0,8,8,0,0,7,8,0,0,1,8,7,7,-1,5,1,9,8,8,117501,0
"100",100,1185,"ns",1,"",8,2,2,"",60,10,10,7,"",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118501,1
"101",101,1186,"ci",1,"",9,1,1,"",48,9,10,8,"",8,NA,NA,8,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118601,0
"102",102,1187,"dc",5,"",10,1,2,"",19,5,10,4,"",9,10,10,5,7,10,6,8,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118701,1
"103",103,1189,"jf",1,"",10,1,1,"",43,10,10,7,"",NA,9,9,10,10,7,10,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118901,0
"104",104,1190,"dm",1,"",10,1,2,"",52,10,10,7,"",NA,10,10,6,6,10,0,0,8,7,0,0,6,10,10,6,8,10,10,10,10,6,9,10,10,10,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,119001,1
"105",105,1191,"hh",1,"",6,1,1,"",44,10,10,5,"",2,10,-2,10,10,10,10,10,4,4,6,10,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119101,0
"106",106,1192,"cp",1,"",9,2,1,"",49,10,10,8,"",10,10,10,10,10,10,6,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,2,10,10,10,10,10,10,10,10,10,10,10,10,8,10,5,7,10,4,119201,0
"107",107,1193,"hg",8,"academic",10,3,1,"",25,10,10,7,"",2,-4,2,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119301,0
"108",108,1195,"sm",1,"",6,2,1,"",54,8,5,8,"",-5,0,0,0,0,0,5,3,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119501,0
"110",110,1197,"th",1,"",10,1,2,"",51,10,10,9,"",10,10,10,10,10,10,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119701,1
"112",112,1199,"jp",5,"",10,1,2,"",18,8,10,4,"",5,4,10,0,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119901,1
"113",113,1200,"mf",1,"",4,2,1,"",42,8,8,7,"",NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120001,0
"114",114,1201,"chantel lincoln",1,"",10,1,1,"",51,10,10,8,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120101,0
"115",115,1202,"ea",1,"",8,1,1,"",39,10,10,7,"",5,10,10,6,10,10,9,10,10,10,10,10,10,10,10,9,8,10,10,10,10,10,10,10,10,10,10,10,6,10,5,8,0,0,8,0,10,10,10,10,10,0,10,10,0,120201,0
"116",116,1203,"al",1,"",8,1,1,"",36,10,10,5,"",NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120301,0
"118",118,1205,"dh",1,"",10,1,1,"",49,7,10,4,"",10,10,10,8,8,8,10,10,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120501,0
"119",119,1206,"lf",1,"",10,1,1,"",39,10,10,8,"",10,4,-6,6,5,6,8,10,5,6,4,4,6,6,3,4,0,0,0,2,7,10,6,0,0,5,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120601,0
"120",120,1208,"dm",1,"",10,1,2,"",49,10,10,8,"",10,10,10,10,10,10,5,6,10,0,1,4,10,2,10,4,4,10,3,10,10,8,9,8,9,1,1,1,6,7,7,10,1,2,1,2,10,10,10,10,1,0,-1,7,10,120801,1
"121",121,1209,"sm",1,"",8,1,1,"",40,6,10,8,"",NA,8,7,2,1,0,2,1,1,3,10,10,7,0,0,2,2,0,0,0,4,2,2,0,0,0,4,5,10,10,6,0,0,10,5,5,10,10,7,0,0,10,6,5,10,120901,0
"122",122,1210,"sb",1,"",8,1,1,"",42,10,9,8,"",10,9,10,10,10,6,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,8,0,0,0,0,9,121001,0
"123",123,1211,"bj",1,"",8,1,1,"",41,8,9,5,"",0,0,8,0,1,3,8,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121101,0
"124",124,1213,"js",8,"academic",10,3,2,"",45,8,8,7,"",0,7,0,0,10,0,5,7,5,7,4,5,4,5,9,5,2,5,4,3,8,6,6,7,7,10,10,10,0,0,0,0,0,6,6,0,5,5,0,5,0,0,0,0,0,121301,1
"125",125,1214,"jmm",1,"",9,2,2,"",42,5,10,4,"",4,9,10,6,2,10,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121401,1
"126",126,1215,"cm",1,"",10,2,1,"",55,9,9,7,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121501,0
"127",127,1216,"kr",1,"",8,1,1,"",NA,7,7,7,"",10,7,7,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121601,0
"128",128,1217,"ph",6,"",10,1,2,"",19,10,10,5,"",NA,6,0,0,0,0,1,-1,-3,-3,5,-2,7,1,8,-2,-5,-3,-1,1,8,4,7,4,-7,2,-9,2,7,10,10,4,5,10,8,8,3,5,9,-7,-3,-6,-3,9,7,121701,1
"129",129,1218,"sc",1,"",10,1,1,"",42,10,10,7,"",10,10,10,10,9,10,10,10,10,9,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,10,10,10,10,10,0,0,10,121801,0
"131",131,1221,"md",1,"",6,1,1,"",45,9,9,7,"",8,9,9,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122101,0
"132",132,1222,"lm",3,"",10,1,2,"",18,10,10,4,"",NA,10,10,2,2,2,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122201,1
"133",133,1224,"yv",1,"",6,1,1,"",51,10,8,7,"",5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122401,0
"134",134,1225,"jl",3,"",10,1,2,"",34,5,2,7,"",9,2,5,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122501,1
"135",135,1226,"gb",1,"",10,1,2,"",55,10,10,9,"",10,0,10,5,5,0,6,6,0,6,7,4,0,0,3,6,7,0,3,7,8,2,9,0,0,6,2,5,6,6,0,0,2,2,1,7,6,7,0,0,3,2,4,10,10,122601,1
"136",136,1227,"am",1,"",10,1,2,"",48,10,10,8,"",8,10,10,6,9,4,10,10,-5,10,10,10,4,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122701,1
"137",137,1228,"ar",1,"",8,2,1,"",47,9,8,9,"",10,2,2,4,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122801,0
"138",138,1229,"jl",8,"academic",10,4,2,"",NA,10,10,8,"",0,5,1,6,1,10,0,0,10,10,10,0,1,1,0,10,0,1,1,0,10,0,0,10,10,10,0,0,8,0,10,10,8,0,2,7,0,0,3,7,6,0,0,4,1,122901,1
"139",139,1230,"ln",1,"",10,1,1,"",49,10,10,8,"",NA,0,0,10,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123001,0
"140",140,1231,"vd",1,"parentfig",9,1,1,"",65,6,10,8,"",10,-1,9,8,9,10,6,0,6,10,6,0,4,10,10,10,10,10,10,9,5,4,2,10,6,2,2,5,10,10,9,4,0,0,8,8,4,10,8,8,0,0,10,4,2,123101,0
"141",141,1232,"tm",1,"",9,1,1,"",54,10,8,5,"",5,10,0,10,-3,0,0,2,0,0,3,8,0,2,0,10,8,7,8,0,3,10,0,7,0,0,0,10,10,-5,4,4,0,0,2,-6,3,9,0,1,0,5,2,0,0,123201,0
"142",142,1233,"ln",1,"",10,1,2,"",51,10,10,5,"",10,6,8,6,10,10,8,-3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8,2,0,0,0,0,0,1,7,3,0,0,0,0,0,1,0,0,0,123301,1
"143",143,1235,"ds",1,"",6,1,2,"",48,10,10,8,"",2,7,0,7,7,7,0,7,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123501,1
"144",144,1238,"cs",1,"",10,1,1,"",47,9,10,6,"",10,10,10,10,5,5,10,9,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123801,0
"145",145,1239,"ta",1,"",9,1,1,"",47,10,10,5,"",8,8,7,6,6,10,6,6,10,10,0,0,3,0,0,0,0,5,0,0,7,2,0,8,3,0,6,10,3,0,5,5,0,7,10,10,4,4,-4,-3,0,5,7,10,10,123901,0
"146",146,1242,"ac",1,"",10,1,1,"",35,8,10,8,"",NA,10,10,7,5,5,8,4,4,3,10,10,10,6,9,10,10,10,6,7,10,10,10,10,5,5,10,10,10,10,10,1,3,10,10,10,10,4,4,4,10,10,10,5,5,124201,0
"147",147,1247,"cf",1,"",10,2,1,"",44,10,10,7,"",10,NA,-4,-6,-9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124701,0
"148",148,1249,"sb",1,"",10,2,2,"",55,10,10,4,"",2,4,0,10,10,0,2,6,8,6,0,6,0,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124901,1
"149",149,1250,"db",1,"",10,1,1,"",43,10,10,4,"",2,7,-5,9,-1,10,8,9,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125001,0
"150",150,1252,"lf",1,"",6,1,1,"",39,10,5,4,"",3,2,4,10,8,0,0,10,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125201,0
"151",151,1254,"jn",1,"",10,2,1,"",52,9,7,8,"",10,10,10,10,10,4,10,10,10,5,10,10,10,4,10,10,10,4,10,5,5,10,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125401,0
"152",152,1258,"ns",1,"",10,1,1,"",47,9,10,4,"",3,7,0,10,3,1,7,5,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125801,0
"154",154,1261,"cl",1,"",10,1,1,"",40,10,10,5,"",10,10,10,8,8,3,9,8,1,10,6,6,0,0,0,4,6,-3,0,0,6,8,9,9,7,8,8,9,10,10,10,3,0,0,5,1,10,10,0,0,0,7,9,7,9,126101,0
"156",156,1264,"ng",1,"",10,1,1,"",999,10,10,5,"",NA,9,9,9,9,10,9,9,10,9,10,0,0,0,0,8,0,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126401,0
"157",157,1266,"jo",1,"",8,2,1,"",50,10,10,4,"",7,8,8,10,0,0,9,0,0,7,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,6,8,7,0,9,0,8,8,8,7,9,8,0,0,0,9,126601,0
"158",158,1267,"hh",1,"",10,1,1,"",49,10,10,5,"",9,5,2,5,2,7,7,1,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,126701,0
"159",159,1269,"cf",3,"",10,1,1,"",26,10,8,7,"",0,10,0,10,0,10,10,0,10,8,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126901,0
"160",160,1273,"ss",1,"",10,2,1,"",52,8,8,7,"",10,5,3,10,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127301,0
"161",161,1274,"lm",1,"",8,1,1,"",49,6,7,7,"",7,9,4,8,5,10,1,2,2,3,0,0,0,6,0,0,0,0,7,0,4,4,3,3,0,0,0,0,9,6,8,5,2,0,0,0,4,5,0,3,1,0,0,0,0,127401,0
"162",162,1275,"ja",1,"",10,1,1,"",41,10,10,8,"",10,8,10,10,10,10,8,5,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127501,0
"163",163,1276,"kg",1,"",10,1,1,"",44,10,10,7,"",5,6,8,6,0,0,-2,0,0,-1,6,0,0,0,-1,8,5,6,5,4,3,6,8,7,7,6,0,7,10,0,0,0,7,0,0,0,10,7,6,6,6,0,3,6,0,127601,0
"164",164,1278,"nb",1,"",8,2,1,"",51,8,9,10,"GED",7,0,0,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127801,0
"165",165,1279,"dv",1,"",10,1,1,"",44,9,10,8,"",10,8,9,10,10,8,8,6,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127901,0
"166",166,1280,"ac",6,"",10,1,1,"",18,10,10,5,"",7,4,8,4,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128001,0
"168",168,1282,"bg",1,"",10,1,1,"",50,6,8,6,"",10,5,3,8,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128201,0
"169",169,1283,"rwhal",1,"",9,2,2,"",53,10,10,8,"",8,10,10,10,6,10,10,4,4,7,10,5,4,3,10,10,10,10,1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128301,1
"171",171,1286,"lg",6,"",6,4,1,"",25,7,7,6,"",4,2,5,0,4,0,0,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128601,0
"172",172,1287,"ag",1,"",10,2,2,"",41,10,10,4,"",10,7,8,10,10,10,0,3,0,0,3,5,10,10,0,10,10,7,10,0,0,10,10,5,10,0,0,10,7,8,10,10,2,10,6,6,5,6,10,10,0,10,0,0,10,128701,1
"173",173,1288,"jg",6,"",8,1,1,"",21,8,10,7,"",7,4,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128801,0
"174",174,1291,"lt",8,"academic",10,6,1,"",52,8,8,8,"",0,0,0,8,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129101,0
"175",175,1292,"pc",4,"",6,4,2,"",55,9,8,9,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129201,1
"176",176,1293,"wh",1,"",8,2,2,"",45,10,10,7,"",NA,8,8,6,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129301,1
